out_000001+section14-1.jpg,0.563253012048193,0.480176211453745,0.882530120481928,0.625550660792952,0,0,0,0,0,0,0,0,0,0,0,0
out_000001+section17-0.jpg,0.358433734939759,0.356828193832599,0.481927710843373,0.405286343612335,0,0,0,0,0,0,0,0,0,0,0,0
out_000001+section24-2.jpg,0.563253012048193,0.726872246696035,0.948795180722892,0.986784140969163,0,0,0,0,0,0,0,0,0,0,0,0
out_000001+section24-3.jpg,0.581325301204819,0.013215859030837,0.819277108433735,0.123348017621145,0,0,0,0,0,0,0,0,0,0,0,0
out_000001+section33-2.jpg,0.319277108433735,0.361233480176211,0.69578313253012,0.612334801762115,0,0,0,0,0,0,0,0,0,0,0,0
out_000001+section36-1.jpg,0.548192771084337,0.356828193832599,0.816265060240964,0.444933920704846,0,0,0,0,0,0,0,0,0,0,0,0
out_000256+section0-1.jpg,0.00301204819277108,0.519823788546256,0.225903614457831,0.607929515418502,0,0,0,0,0,0,0,0,0,0,0,0
out_000256+section18-0.jpg,0.225903614457831,0.951541850220264,0.484939759036145,0.991189427312775,0.385542168674699,0.352422907488987,0.490963855421687,0.392070484581498,0,0,0,0,0,0,0,0
out_000256+section18-1.jpg,0.213855421686747,0.013215859030837,0.487951807228916,0.052863436123348,0,0,0,0,0,0,0,0,0,0,0,0
out_000256+section36-1.jpg,0.927710843373494,0.519823788546256,1,0.616740088105727,0,0,0,0,0,0,0,0,0,0,0,0
out_000508+section10-0.jpg,0.936746987951807,0.431718061674009,1,0.462555066079295,0,0,0,0,0,0,0,0,0,0,0,0
out_000508+section26-0.jpg,0.0813253012048193,0.837004405286344,0.289156626506024,0.894273127753304,0,0,0,0,0,0,0,0,0,0,0,0
out_000508+section36-0.jpg,0.602409638554217,0.101321585903084,0.647590361445783,0.123348017621145,0,0,0,0,0,0,0,0,0,0,0,0
out_001248+section21-2.jpg,0.394578313253012,0.700440528634361,0.885542168674699,0.933920704845815,0,0,0,0,0,0,0,0,0,0,0,0
out_001248+section33-2.jpg,0.487951807228916,0.599118942731278,0.930722891566265,0.837004405286344,0,0,0,0,0,0,0,0,0,0,0,0
out_001248+section36-0.jpg,0.268072289156627,0.440528634361233,0.397590361445783,0.502202643171806,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section16-0.jpg,0.939759036144578,0.268722466960352,0.996987951807229,0.295154185022026,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section18-0.jpg,0.813253012048193,0.198237885462555,0.870481927710843,0.224669603524229,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section35-0.jpg,0.515060240963855,0.951541850220264,0.713855421686747,0.995594713656388,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section35-1.jpg,0.512048192771084,0.013215859030837,0.716867469879518,0.0440528634361234,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section36-0.jpg,0.581325301204819,0.211453744493392,0.629518072289157,0.224669603524229,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section8-0.jpg,0.340361445783133,0.726872246696035,0.484939759036145,0.79295154185022,0,0,0,0,0,0,0,0,0,0,0,0
out_001613+section9-0.jpg,0.153614457831325,0.171806167400881,0.198795180722892,0.198237885462555,0,0,0,0,0,0,0,0,0,0,0,0
out_001863+section0-0.jpg,0.0632530120481928,0.361233480176211,0.120481927710843,0.387665198237885,0.307228915662651,0.475770925110132,0.382530120481928,0.506607929515419,0,0,0,0,0,0,0,0
out_001863+section10-0.jpg,0.162650602409639,0.744493392070485,0.36144578313253,0.801762114537445,0,0,0,0,0,0,0,0,0,0,0,0
out_001863+section1-1.jpg,0.271084337349398,0.092511013215859,0.484939759036145,0.185022026431718,0,0,0,0,0,0,0,0,0,0,0,0
out_001863+section12-1.jpg,0.123493975903614,0.224669603524229,0.349397590361446,0.325991189427313,0.783132530120482,0.233480176211454,1,0.436123348017621,0,0,0,0,0,0,0,0
out_001863+section14-2.jpg,0.00602409638554217,0.361233480176211,0.47289156626506,0.709251101321586,0,0,0,0,0,0,0,0,0,0,0,0
out_001863+section16-0.jpg,0.701807228915663,0.343612334801762,0.816265060240964,0.39647577092511,0.921686746987952,0.669603524229075,1,0.731277533039648,0,0,0,0,0,0,0,0
out_001863+section17-0.jpg,0.177710843373494,0.176211453744493,0.271084337349398,0.211453744493392,0.427710843373494,0.343612334801762,0.55421686746988,0.392070484581498,0.00301204819277108,0.665198237885463,0.126506024096386,0.731277533039648,0.578313253012048,0.066079295154185,0.626506024096386,0.0837004405286344
